Date,Close
2008-10-20,3.515714
2008-10-21,3.2675
2008-10-22,3.459643
2008-10-23,3.508214
2008-10-24,3.442143
2008-10-27,3.288929
2008-10-28,3.568214
2008-10-29,3.733929
2008-10-30,3.965714
2008-10-31,3.8425
2008-11-03,3.82
2008-11-04,3.963928
2008-11-05,3.689286
2008-11-06,3.539286
2008-11-07,3.508571
2008-11-10,3.424286
2008-11-11,3.384643
2008-11-12,3.218571
2008-11-13,3.444286
2008-11-14,3.222857
2008-11-17,3.147857
2008-11-18,3.211071
2008-11-19,3.081786
2008-11-20,2.874643
2008-11-21,2.949286
2008-11-24,3.319643
2008-11-25,3.242857
2008-11-26,3.392857
2008-11-28,3.309643
2008-12-01,3.176071
2008-12-02,3.3025
2008-12-03,3.425
2008-12-04,3.264643
2008-12-05,3.357143
2008-12-08,3.561429
2008-12-09,3.573571
2008-12-10,3.5075
2008-12-11,3.392857
2008-12-12,3.509643
2008-12-15,3.383929
2008-12-16,3.408214
2008-12-17,3.184286
2008-12-18,3.193928
2008-12-19,3.214286
2008-12-22,3.062143
2008-12-23,3.085
2008-12-24,3.037143
2008-12-26,3.064643
2008-12-29,3.093214
2008-12-30,3.081786
2008-12-31,3.048214
2009-01-02,3.241071
2009-01-05,3.377857
2009-01-06,3.322143
2009-01-07,3.250357
2009-01-08,3.310714
2009-01-09,3.235
2009-01-12,3.166429
2009-01-13,3.1325
2009-01-14,3.0475
2009-01-15,2.977857
2009-01-16,2.940357
2009-01-20,2.792857
2009-01-21,2.958214
2009-01-22,3.155714
2009-01-23,3.155714
2009-01-26,3.201429
2009-01-27,3.240357
2009-01-28,3.364286
2009-01-29,3.321429
2009-01-30,3.218929
2009-02-02,3.268214
2009-02-03,3.320714
2009-02-04,3.341071
2009-02-05,3.445
2009-02-06,3.561429
2009-02-09,3.661072
2009-02-10,3.493929
2009-02-11,3.457857
2009-02-12,3.545357
2009-02-13,3.541429
2009-02-17,3.376071
2009-02-18,3.370357
2009-02-19,3.237143
2009-02-20,3.257143
2009-02-23,3.105357
2009-02-24,3.223214
2009-02-25,3.255714
2009-02-26,3.185357
2009-02-27,3.189643
2009-03-02,3.140714
2009-03-03,3.156071
2009-03-04,3.256071
2009-03-05,3.172857
2009-03-06,3.046429
2009-03-09,2.968214
2009-03-10,3.165357
2009-03-11,3.31
2009-03-12,3.441072
2009-03-13,3.426071
2009-03-16,3.407857
2009-03-17,3.559286
2009-03-18,3.625714
2009-03-19,3.629286
2009-03-20,3.628214
2009-03-23,3.845
2009-03-24,3.803571
2009-03-25,3.803214
2009-03-26,3.923928
2009-03-27,3.816072
2009-03-30,3.731786
2009-03-31,3.754286
2009-04-01,3.881786
2009-04-02,4.025357
2009-04-03,4.1425
2009-04-06,4.230357
2009-04-07,4.107143
2009-04-08,4.154286
2009-04-09,4.270357
2009-04-13,4.293571
2009-04-14,4.225357
2009-04-15,4.201428
2009-04-16,4.3375
2009-04-17,4.407857
2009-04-20,4.303571
2009-04-21,4.348571
2009-04-22,4.339643
2009-04-23,4.478571
2009-04-24,4.425
2009-04-27,4.454643
2009-04-28,4.425
2009-04-29,4.469285
2009-04-30,4.493928
2009-05-01,4.544286
2009-05-04,4.716786
2009-05-05,4.739643
2009-05-06,4.732143
2009-05-07,4.609286
2009-05-08,4.613929
2009-05-11,4.6275
2009-05-12,4.443572
2009-05-13,4.2675
2009-05-14,4.391071
2009-05-15,4.372143
2009-05-18,4.523214
2009-05-19,4.551786
2009-05-20,4.495357
2009-05-21,4.435
2009-05-22,4.375
2009-05-26,4.670714
2009-05-27,4.751786
2009-05-28,4.823928
2009-05-29,4.850357
2009-06-01,4.976786
2009-06-02,4.981786
2009-06-03,5.033928
2009-06-04,5.133572
2009-06-05,5.166786
2009-06-08,5.1375
2009-06-09,5.097143
2009-06-10,5.008929
2009-06-11,4.998214
2009-06-12,4.891786
2009-06-15,4.860357
2009-06-16,4.869643
2009-06-17,4.842143
2009-06-18,4.852857
2009-06-19,4.981429
2009-06-22,4.906072
2009-06-23,4.786071
2009-06-24,4.865
2009-06-25,4.995
2009-06-26,5.087143
2009-06-29,5.070357
2009-06-30,5.086786
2009-07-01,5.101071
2009-07-02,5.000714
2009-07-06,4.950357
2009-07-07,4.835714
2009-07-08,4.900714
2009-07-09,4.87
2009-07-10,4.947143
2009-07-13,5.083571
2009-07-14,5.081071
2009-07-15,5.245714
2009-07-16,5.268571
2009-07-17,5.419643
2009-07-20,5.461071
2009-07-21,5.411071
2009-07-22,5.597857
2009-07-23,5.636428
2009-07-24,5.713929
2009-07-27,5.717857
2009-07-28,5.714286
2009-07-29,5.715357
2009-07-30,5.813929
2009-07-31,5.835357
2009-08-03,5.943929
2009-08-04,5.9125
2009-08-05,5.896786
2009-08-06,5.853929
2009-08-07,5.911071
2009-08-10,5.882857
2009-08-11,5.815357
2009-08-12,5.903929
2009-08-13,6.015
2009-08-14,5.956429
2009-08-17,5.699643
2009-08-18,5.857143
2009-08-19,5.878572
2009-08-20,5.940357
2009-08-21,6.043571
2009-08-24,6.037857
2009-08-25,6.05
2009-08-26,5.978929
2009-08-27,6.051786
2009-08-28,6.073214
2009-08-31,6.0075
2009-09-01,5.903572
2009-09-02,5.899286
2009-09-03,5.948214
2009-09-04,6.0825
2009-09-08,6.176072
2009-09-09,6.112143
2009-09-10,6.162857
2009-09-11,6.148571
2009-09-14,6.204286
2009-09-15,6.255714
2009-09-16,6.495357
2009-09-17,6.591072
2009-09-18,6.607857
2009-09-21,6.572143
2009-09-22,6.588572
2009-09-23,6.625
2009-09-24,6.565
2009-09-25,6.513214
2009-09-28,6.648214
2009-09-29,6.620714
2009-09-30,6.619643
2009-10-01,6.459286
2009-10-02,6.603571
2009-10-05,6.643571
2009-10-06,6.786071
2009-10-07,6.794643
2009-10-08,6.759643
2009-10-09,6.8025
2009-10-12,6.814643
2009-10-13,6.786428
2009-10-14,6.831786
2009-10-15,6.805714
2009-10-16,6.716072
2009-10-19,6.780715
2009-10-20,7.098571
2009-10-21,7.318572
2009-10-22,7.328571
2009-10-23,7.283571
2009-10-26,7.231429
2009-10-27,7.048929
2009-10-28,6.871428
2009-10-29,7.0125
2009-10-30,6.732143
2009-11-02,6.761071
2009-11-03,6.741071
2009-11-04,6.814643
2009-11-05,6.929643
2009-11-06,6.940714
2009-11-09,7.195
2009-11-10,7.249286
2009-11-11,7.258929
2009-11-12,7.213929
2009-11-13,7.301786
2009-11-16,7.379643
2009-11-17,7.392857
2009-11-18,7.355714
2009-11-19,7.161071
2009-11-20,7.14
2009-11-23,7.352857
2009-11-24,7.301429
2009-11-25,7.2925
2009-11-27,7.163929
2009-11-30,7.139643
2009-12-01,7.034643
2009-12-02,7.008214
2009-12-03,7.017143
2009-12-04,6.904286
2009-12-07,6.748214
2009-12-08,6.781072
2009-12-09,7.064286
2009-12-10,7.015357
2009-12-11,6.9525
2009-12-14,7.035
2009-12-15,6.934643
2009-12-16,6.965357
2009-12-17,6.852143
2009-12-18,6.979643
2009-12-21,7.079643
2009-12-22,7.155715
2009-12-23,7.217857
2009-12-24,7.465714
2009-12-28,7.5575
2009-12-29,7.467857
2009-12-30,7.558571
2009-12-31,7.526072
2010-01-04,7.643214
2010-01-05,7.656428
2010-01-06,7.534643
2010-01-07,7.520714
2010-01-08,7.570714
2010-01-11,7.503929
2010-01-12,7.418571
2010-01-13,7.523214
2010-01-14,7.479643
2010-01-15,7.354643
2010-01-19,7.68
2010-01-20,7.561786
2010-01-21,7.431071
2010-01-22,7.0625
2010-01-25,7.2525
2010-01-26,7.355
2010-01-27,7.424286
2010-01-28,7.1175
2010-01-29,6.859286
2010-02-01,6.954643
2010-02-02,6.995
2010-02-03,7.115357
2010-02-04,6.858929
2010-02-05,6.980714
2010-02-08,6.932857
2010-02-09,7.006786
2010-02-10,6.968572
2010-02-11,7.095357
2010-02-12,7.156428
2010-02-16,7.264286
2010-02-17,7.233929
2010-02-18,7.2475
2010-02-19,7.2025
2010-02-22,7.157857
2010-02-23,7.037857
2010-02-24,7.166429
2010-02-25,7.214286
2010-02-26,7.307857
2010-03-01,7.463929
2010-03-02,7.458929
2010-03-03,7.476071
2010-03-04,7.525357
2010-03-05,7.819643
2010-03-08,7.824286
2010-03-09,7.965
2010-03-10,8.03
2010-03-11,8.053572
2010-03-12,8.092857
2010-03-15,7.994286
2010-03-16,8.016071
2010-03-17,8.004286
2010-03-18,8.023214
2010-03-19,7.9375
2010-03-22,8.026786
2010-03-23,8.155714
2010-03-24,8.191786
2010-03-25,8.094643
2010-03-26,8.246428
2010-03-29,8.299643
2010-03-30,8.423214
2010-03-31,8.392858
2010-04-01,8.4275
2010-04-05,8.5175
2010-04-06,8.555
2010-04-07,8.592857
2010-04-08,8.569643
2010-04-09,8.635357
2010-04-12,8.653214
2010-04-13,8.658215
2010-04-14,8.774643
2010-04-15,8.89
2010-04-16,8.835714
2010-04-19,8.823929
2010-04-20,8.735357
2010-04-21,9.257857
2010-04-22,9.516786
2010-04-23,9.6725
2010-04-26,9.625
2010-04-27,9.358571
2010-04-28,9.342857
2010-04-29,9.594286
2010-04-30,9.324643
2010-05-03,9.5125
2010-05-04,9.238571
2010-05-05,9.1425
2010-05-06,8.794642
2010-05-07,8.423572
2010-05-10,9.071072
2010-05-11,9.161428
2010-05-12,9.360357
2010-05-13,9.227143
2010-05-14,9.065
2010-05-17,9.079286
2010-05-18,9.012857
2010-05-19,8.869286
2010-05-20,8.491428
2010-05-21,8.654285
2010-05-24,8.812857
2010-05-25,8.757857
2010-05-26,8.718214
2010-05-27,9.048214
2010-05-28,9.174286
2010-06-01,9.315357
2010-06-02,9.426785
2010-06-03,9.397142
2010-06-04,9.141429
2010-06-07,8.962143
2010-06-08,8.904643
2010-06-09,8.685715
2010-06-10,8.946786
2010-06-11,9.053928
2010-06-14,9.081429
2010-06-15,9.274643
2010-06-16,9.544642
2010-06-17,9.709642
2010-06-18,9.788215
2010-06-21,9.648929
2010-06-22,9.780357
2010-06-23,9.6775
2010-06-24,9.607142
2010-06-25,9.525
2010-06-28,9.582143
2010-06-29,9.148929
2010-06-30,8.983214
2010-07-01,8.874286
2010-07-02,8.819285
2010-07-06,8.879642
2010-07-07,9.238214
2010-07-08,9.2175
2010-07-09,9.272142
2010-07-12,9.188929
2010-07-13,8.992857
2010-07-14,9.026072
2010-07-15,8.980357
2010-07-16,8.925
2010-07-19,8.770715
2010-07-20,8.996072
2010-07-21,9.08
2010-07-22,9.250714
2010-07-23,9.283571
2010-07-26,9.26
2010-07-27,9.431429
2010-07-28,9.32
2010-07-29,9.218214
2010-07-30,9.1875
2010-08-02,9.351786
2010-08-03,9.354643
2010-08-04,9.392143
2010-08-05,9.346429
2010-08-06,9.288929
2010-08-09,9.348214
2010-08-10,9.264643
2010-08-11,8.935357
