Date,Close
6/11/08,77.279999
6/12/08,76.150002
6/13/08,79.169998
6/16/08,81.699997
6/17/08,82.970001
6/18/08,82.519997
6/19/08,84.260002
6/20/08,81.099998
6/23/08,80.68
6/24/08,79.639999
6/25/08,80.510002
6/26/08,76.300003
6/27/08,74.660004
6/30/08,73.330002
7/1/08,73.620003
7/2/08,71.440002
7/3/08,72
7/7/08,72.489998
7/8/08,75.040001
7/9/08,70.610001
7/10/08,70.629997
7/11/08,68.540001
7/14/08,66.279999
7/15/08,67.029999
7/16/08,71.839996
7/17/08,72.110001
7/18/08,69.120003
7/21/08,68.480003
7/22/08,67.970001
7/23/08,70.540001
7/24/08,78.720001
7/25/08,78.309998
7/28/08,75.980003
7/29/08,78.209999
7/30/08,78.209999
7/31/08,76.339996
8/1/08,75.75
8/4/08,75.709999
8/5/08,79.110001
8/6/08,78.089996
8/7/08,76.949997
8/8/08,80.510002
8/11/08,88.089996
8/12/08,87.25
8/13/08,86.690002
8/14/08,88.029999
8/15/08,86.400002
8/18/08,83.110001
8/19/08,81.290001
8/20/08,82.129997
8/21/08,83.260002
8/22/08,85.260002
8/25/08,82.849998
8/26/08,81.760002
8/27/08,81.730003
8/28/08,83.419998
8/29/08,80.809998
9/2/08,81.410004
9/3/08,80.769997
9/4/08,78.029999
9/5/08,79.190002
9/8/08,81.160004
9/9/08,79.040001
9/10/08,76.739998
9/11/08,79.510002
9/12/08,78.300003
9/15/08,77.339996
9/16/08,78.730003
9/17/08,71.540001
9/18/08,76.5
9/19/08,81
9/22/08,74.93
9/23/08,71.760002
9/24/08,69.959999
9/25/08,72.080002
9/26/08,70.699997
9/29/08,63.349998
9/30/08,72.760002
10/1/08,69.580002
10/2/08,67.360001
10/3/08,67
10/6/08,65.230003
10/7/08,58.52
10/8/08,61.02
10/9/08,56
10/10/08,56.25
10/13/08,62.02
10/14/08,55.860001
10/15/08,48.720001
10/16/08,50.290001
10/17/08,50.650002
10/20/08,52.970001
10/21/08,50.23
10/22/08,49.990002
10/23/08,50.32
10/24/08,48.959999
10/27/08,49.580002
10/28/08,56.040001
10/29/08,56.889999
10/30/08,56.709999
10/31/08,57.240002
11/3/08,55.77
11/4/08,58.450001
11/5/08,51.98
11/6/08,47.220001
11/7/08,49.209999
11/10/08,48.459999
11/11/08,46.299999
11/12/08,41.560001
11/13/08,44.93
11/14/08,41.75
11/17/08,39.689999
11/18/08,38.439999
11/19/08,35.84
11/20/08,35.029999
