Date,Close
2008-06-11,4.318572
2008-06-12,4.43
2008-06-13,4.602857
2008-06-16,4.56
2008-06-17,4.471428
2008-06-18,4.311429
2008-06-19,4.585714
2008-06-20,4.485714
2008-06-23,4.23
2008-06-24,4.142857
2008-06-25,4.228571
2008-06-26,4.111429
2008-06-27,3.82
2008-06-30,3.724286
2008-07-01,3.871428
2008-07-02,3.892857
2008-07-03,3.897143
2008-07-07,4.035714
2008-07-08,4.058571
2008-07-09,4.088572
2008-07-10,3.978571
2008-07-11,3.887143
2008-07-14,3.972857
2008-07-15,3.958571
2008-07-16,4.015714
2008-07-17,3.968571
2008-07-18,3.871428
2008-07-21,3.907143
2008-07-22,3.888572
2008-07-23,3.997143
2008-07-24,3.818571
2008-07-25,3.978571
2008-07-28,4.09
2008-07-29,4.434286
2008-07-30,4.361429
2008-07-31,4.412857
2008-08-01,4.174286
2008-08-04,4.261428
2008-08-05,4.27
2008-08-06,4.285714
2008-08-07,4.351429
2008-08-08,4.435714
2008-08-11,4.6
2008-08-12,4.401429
2008-08-13,4.451428
2008-08-14,4.548572
2008-08-15,4.465714
2008-08-18,4.37
2008-08-19,4.301429
2008-08-20,4.36
2008-08-21,4.285714
2008-08-22,4.378572
2008-08-25,4.277143
2008-08-26,4.298572
2008-08-27,4.377143
2008-08-28,4.445714
2008-08-29,4.405715
2008-09-02,4.405715
2008-09-03,4.415714
2008-09-04,4.267143
2008-09-05,4.237143
2008-09-08,4.307143
2008-09-09,4.105714
2008-09-10,4.107143
2008-09-11,4.118571
2008-09-12,4.207143
2008-09-15,4.015714
2008-09-16,4.065714
2008-09-17,4.122857
2008-09-18,4.434286
2008-09-19,4.562857
2008-09-22,4.53
2008-09-23,4.504286
2008-09-24,4.538571
2008-09-25,4.71
2008-09-26,4.695714
2008-09-29,4.514286
2008-09-30,4.411428
2008-10-01,4.291429
2008-10-02,4.185714
2008-10-03,4.138571
2008-10-06,3.784286
2008-10-07,3.187143
2008-10-08,3.248571
2008-10-09,3.277143
2008-10-10,3.47
2008-10-13,3.628572
2008-10-14,3.434286
2008-10-15,3.215714
2008-10-16,3.35
2008-10-17,3.328571
2008-10-20,3.4
2008-10-21,2.978571
2008-10-22,2.957143
2008-10-23,2.97
2008-10-24,2.707143
2008-10-27,2.562857
2008-10-28,2.938571
2008-10-29,3.108572
2008-10-30,3.254286
2008-10-31,3.537143
2008-11-03,3.337143
2008-11-04,3.432857
2008-11-05,3.284286
2008-11-06,3.068571
2008-11-07,3.122857
2008-11-10,3.075714
2008-11-11,3.145714
2008-11-12,2.957143
2008-11-13,3.48
2008-11-14,3.147143
2008-11-17,3.035714
2008-11-18,3.064286
2008-11-19,2.935714
2008-11-20,2.674286
2008-11-21,2.855714
2008-11-24,3.172857
2008-11-25,3.09
2008-11-26,3.267143
2008-11-28,3.282857
2008-12-01,3.148571
2008-12-02,3.315714
2008-12-03,3.401428
2008-12-04,3.31
2008-12-05,3.61
2008-12-08,3.644286
2008-12-09,4.012857
2008-12-10,4.068572
2008-12-11,4.02
2008-12-12,4.072857
2008-12-15,4.07
2008-12-16,4.092857
2008-12-17,4.112857
2008-12-18,4.034286
2008-12-19,3.955714
2008-12-22,3.988571
2008-12-23,3.878572
2008-12-24,3.915714
2008-12-26,4.065714
2008-12-29,3.99
2008-12-30,4.094285
2008-12-31,4.27
2009-01-02,4.267143
2009-01-05,4.562857
2009-01-06,4.705714
2009-01-07,4.672857
2009-01-08,4.735714
2009-01-09,4.608572
2009-01-12,4.458571
2009-01-13,4.42
2009-01-14,4.22
2009-01-15,4.517143
2009-01-16,4.465714
2009-01-20,4.261428
